[2024-10-16 17:54:22.609861] [0x0000007f8e48c010] [VioTag] [0x000063df] [3] , Controller time [s], VIO Position x [m], VIO Position y [m], VIO Position z [m], VIO velocity x [m/s], VIO velocity y [m/s], VIO velocity z [m/s], VIO acceleration x [m/s^2], VIO acceleration y [m/s^2], VIO acceleration z [m/s^2], VIO Quaternion q0 [-], VIO Quaternion q1 [-], VIO Quaternion q2 [-], VIO Quaternion q3 [-], VIO Angular velocity x [rad/s], VIO Angular velocity y [rad/s], VIO Angular velocity z [rad/s], VIO Angular acceleration x [rad/s], VIO Angular acceleration y [rad/s], VIO Angular acceleration z [rad/s], VIO pose confidence level [-], VIO map confidence level [-], 
[2024-10-16 17:54:27.500631] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2477] , 10.4965, 6.99037e-05, 1.27304e-05, -0.00182398, 0.00567647, 0.00365034, -0.0469732, -0.244765, -0.0185774, -0.653973, 0.99954, -0.00197867, -0.0302761, 0.000346796, 0.0067642, 0.000641713, -0.0197708, 0.0067642, 0.000641713, -0.0197708, 2, 0, 
[2024-10-16 17:54:27.505397] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2480] , 10.4965, 0.000104116, 2.89036e-05, -0.00206701, 0.00543164, 0.00329057, -0.0502605, -0.179841, -0.0398323, -0.657215, 0.999544, -0.00195623, -0.0301239, 0.000298875, 0.0237032, 0.0912179, 0.00236219, 0.0237032, 0.0912179, 0.00236219, 2, 0, 
[2024-10-16 17:54:27.510557] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2483] , 10.5065, 0.000128937, 4.49057e-05, -0.00232671, 0.00446852, 0.00309435, -0.0531721, -0.185459, -0.0395642, -0.62265, 0.999548, -0.00191818, -0.0299926, 0.000305873, -0.0118613, -0.0215971, 0.00943292, -0.0118613, -0.0215971, 0.00943292, 2, 0, 
[2024-10-16 17:54:27.515382] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2485] , 10.5065, 0.000150233, 5.9908e-05, -0.00259912, 0.00381199, 0.00289702, -0.055925, -0.168435, -0.0395171, -0.5998, 0.999542, -0.00197312, -0.030182, 0.000336118, -0.0226431, -0.0898809, -0.0135878, -0.0226431, -0.0898809, -0.0135878, 2, 0, 
[2024-10-16 17:54:27.520633] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2488] , 10.5165, -0.000231227, -0.000599343, -0.00146619, 0.00368271, -0.00408411, -0.0490445, -0.0603908, -0.00441309, -0.585758, 0.999537, -0.00212221, -0.0303567, 0.000383127, 0.0175614, 0.0328079, -0.00533981, 0.0175614, 0.0328079, -0.00533981, 2, 0, 
[2024-10-16 17:54:27.525712] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2491] , 10.5165, -0.000209599, -0.000620101, -0.00169825, 0.0035919, -0.00410295, -0.0507538, -0.0525194, -0.0041075, -0.539269, 0.999543, -0.00206253, -0.0301497, 0.000362565, 0.0128432, 0.0851295, 0.00942201, 0.0128432, 0.0851295, 0.00942201, 2, 0, 
[2024-10-16 17:54:27.530513] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2493] , 10.5265, -0.000189661, -0.000640645, -0.00195729, 0.00349107, -0.00412287, -0.0533194, -0.047134, -0.00410523, -0.534643, 0.999545, -0.00207269, -0.0300888, 0.0003892, -0.0276798, -0.0569198, 0.0031959, -0.0276798, -0.0569198, 0.0031959, 2, 0, 
[2024-10-16 17:54:27.535629] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2496] , 10.5265, -0.000182083, -0.000661403, -0.00224306, 0.00281804, -0.00414535, -0.0565506, -0.0591044, -0.00414727, -0.549726, 0.999538, -0.00213376, -0.0303161, 0.000414017, -0.00979612, -0.069797, -0.0139038, -0.00979612, -0.069797, -0.0139038, 2, 0, 
[2024-10-16 17:54:27.540771] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2499] , 10.5365, -0.000146407, -0.000684842, -0.00249722, 0.00589016, -0.0044473, -0.055441, 0.185737, -0.0228403, -0.300123, 0.999538, -0.00211545, -0.0303144, 0.000372747, 0.0373037, 0.0758472, 0.00532189, 0.0373037, 0.0758472, 0.00532189, 2, 0, 
[2024-10-16 17:54:27.545564] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2501] , 10.5365, -0.000115596, -0.000707432, -0.00275234, 0.00675116, -0.00455303, -0.0555102, 0.183209, -0.022455, -0.249358, 0.999545, -0.00201608, -0.0300833, 0.000363093, 0.0165176, 0.057528, 0.0184112, 0.0165176, 0.057528, 0.0184112, 2, 0, 
[2024-10-16 17:54:27.550518] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2504] , 10.5465, -7.48787e-05, -0.000730486, -0.00302705, 0.00790094, -0.00466446, -0.056439, 0.190227, -0.0224275, -0.239706, 0.999544, -0.00202318, -0.0301147, 0.000395493, -0.0286155, -0.0775592, -1.21947e-05, -0.0286155, -0.0775592, -1.21947e-05, 2, 0, 
[2024-10-16 17:54:27.555503] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2507] , 10.5465, -0.000614333, -0.000525491, -0.00180656, -0.00390132, -0.00163742, -0.0531947, -0.108125, -0.0201823, -0.538583, 0.999539, -0.00202245, -0.0302951, 0.000395424, -0.00800986, -0.0526219, -0.00857979, -0.00800986, -0.0526219, -0.00857979, 2, 0, 
[2024-10-16 17:54:27.560528] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2510] , 10.5565, -0.000640037, -0.000533974, -0.0020873, -0.00462046, -0.00173976, -0.0561724, -0.1113, -0.0202091, -0.543602, 0.999541, -0.00200058, -0.0302428, 0.000368047, 0.0260788, 0.0899009, -0.000571097, 0.0260788, 0.0899009, -0.000571097, 2, 0, 
[2024-10-16 17:54:27.565608] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2512] , 10.5565, -0.000657533, -0.000542853, -0.0023662, -0.00497059, -0.00183937, -0.0586389, -0.108169, -0.0201931, -0.539845, 0.999548, -0.00195231, -0.0300145, 0.000357318, 0.000619942, 0.0384322, 0.0152486, 0.000619942, 0.0384322, 0.0152486, 2, 0, 
[2024-10-16 17:54:27.571240] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2515] , 10.5665, -0.000604257, -0.00054457, -0.00269314, -0.000609116, -0.00145245, -0.0631506, 0.0826921, -0.000441304, -0.613803, 0.999545, -0.0019756, -0.0301011, 0.000396473, -0.0258165, -0.0915662, -0.0113829, -0.0258165, -0.0915662, -0.0113829, 2, 0, 
[2024-10-16 17:54:27.575484] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2517] , 10.5665, -0.000591086, -0.000551483, -0.0030506, 0.00054685, -0.00146299, -0.0677755, 0.104631, -0.000893599, -0.659073, 0.999539, -0.00203626, -0.0302986, 0.000367673, 0.00852134, -0.020617, -0.0164487, 0.00852134, -0.020617, -0.0164487, 2, 0, 
[2024-10-16 17:54:27.580803] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2520] , 10.5765, -0.00059342, -0.000558816, -0.00342013, 0.000798003, -0.00147128, -0.0720169, 0.0976643, -0.00101881, -0.683131, 0.999543, -0.00198531, -0.030182, 0.0003335, 0.0275554, 0.0923159, 0.0113698, 0.0275554, 0.0923159, 0.0113698, 2, 0, 
[2024-10-16 17:54:27.585539] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2522] , 10.5765, -0.000269909, -0.000482349, -0.000913751, 0.0102009, 0.000550116, -0.0308006, 0.0617463, 0.0192196, -0.381068, 0.999553, -0.00189888, -0.0298484, 0.000319421, -0.0155661, -0.004242, 0.000708408, -0.0155661, -0.004242, 0.000708408, 2, 0, 
[2024-10-16 17:54:27.590545] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2525] , 10.5865, -0.000217679, -0.000479415, -0.0010696, 0.010523, 0.00064597, -0.0325774, 0.0620219, 0.0192242, -0.378189, 0.999547, -0.00198146, -0.0300239, 0.000333108, -0.0298447, -0.093096, -0.0183472, -0.0298447, -0.093096, -0.0183472, 2, 0, 
[2024-10-16 17:54:27.595501] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2528] , 10.5865, -0.000164194, -0.000475918, -0.00123843, 0.010836, 0.000742358, -0.0345064, 0.0620787, 0.0192224, -0.378878, 0.999543, -0.00201668, -0.030148, 0.000315013, 0.0185903, 0.0180109, -0.0050671, 0.0185903, 0.0180109, -0.0050671, 2, 0, 
[2024-10-16 17:54:27.600687] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2531] , 10.5965, -0.00015001, -0.000464364, -0.00144174, 0.00662261, 0.00170062, -0.0391806, -0.230933, 0.0755243, -0.557064, 0.999548, -0.00194355, -0.0299854, 0.000293027, 0.0247908, 0.0807033, 0.0219261, 0.0247908, 0.0807033, 0.0219261, 2, 0, 
[2024-10-16 17:54:27.605537] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2534] , 10.5965, -0.000126452, -0.000454879, -0.00163956, 0.00492152, 0.00208453, -0.0415449, -0.256501, 0.0758239, -0.537192, 0.999551, -0.00190628, -0.029892, 0.000333273, -0.0183112, -0.0323422, 0.00815871, -0.0183112, -0.0323422, 0.00815871, 2, 0, 
[2024-10-16 17:54:27.610535] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2536] , 10.6065, -0.000105402, -0.000443442, -0.00184286, 0.00360837, 0.00246945, -0.0434544, -0.257618, 0.0760371, -0.507606, 0.999546, -0.00196691, -0.030071, 0.000355169, -0.0185552, -0.0696024, -0.0102562, -0.0185552, -0.0696024, -0.0102562, 2, 0, 
[2024-10-16 17:54:27.615536] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2539] , 10.6065, -8.08113e-05, -0.000438554, -0.00206983, 0.00362586, 0.00164831, -0.0462528, -0.156107, -0.0199175, -0.522217, 0.999545, -0.00196973, -0.0301102, 0.000340688, 0.0246527, 0.052273, 0.00162371, 0.0246527, 0.052273, 0.00162371, 2, 0, 
[2024-10-16 17:54:27.620651] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2542] , 10.6165, -0.000189218, -0.000524122, -0.00137526, 0.0044969, 0.000644658, -0.0509653, -0.143593, -0.0221679, -0.889184, 0.999546, -0.00192032, -0.0300732, 0.000333789, 0.0197645, 0.0553334, 0.0164339, 0.0197645, 0.0553334, 0.0164339, 2, 0, 
[2024-10-16 17:54:27.625641] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2544] , 10.6165, -0.000168313, -0.000521402, -0.00164167, 0.00360284, 0.000533101, -0.0553236, -0.154251, -0.0220576, -0.883489, 0.999545, -0.00191412, -0.0300881, 0.000365277, -0.0284861, -0.0678821, -0.000943453, -0.0284861, -0.0678821, -0.000943453, 2, 0, 
[2024-10-16 17:54:27.630778] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2547] , 10.6265, -0.000151249, -0.000519142, -0.00192702, 0.0029427, 0.000424162, -0.0592995, -0.149296, -0.0219299, -0.863207, 0.99954, -0.00199348, -0.0302757, 0.000373525, -0.0115161, -0.0408939, -0.0216661, -0.0115161, -0.0408939, -0.0216661, 2, 0, 
[2024-10-16 17:54:27.635738] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2550] , 10.6265, -0.000104727, -0.000520161, -0.00213351, 0.00555387, 2.048e-05, -0.0536994, 0.038609, -0.0388431, -0.295111, 0.999541, -0.00198258, -0.0302214, 0.000324581, 0.0332664, 0.0770802, 0.00199739, 0.0332664, 0.0770802, 0.00199739, 2, 0, 
[2024-10-16 17:54:27.640638] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2553] , 10.6365, -7.67823e-05, -0.000520312, -0.00239364, 0.00574208, -0.00016628, -0.0541707, 0.0384925, -0.0385163, -0.245098, 0.999547, -0.00191091, -0.0300291, 0.000319015, 0.000747709, 0.0382006, 0.0143974, 0.000747709, 0.0382006, 0.0143974, 2, 0, 
[2024-10-16 17:54:27.645582] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2555] , 10.6365, -4.06885e-05, -0.000521661, -0.00266139, 0.00639963, -0.000359474, -0.05495, 0.0569179, -0.0385149, -0.227313, 0.999545, -0.00195535, -0.0300916, 0.000354163, -0.0322224, -0.0808217, -0.0129745, -0.0322224, -0.0808217, -0.0129745, 2, 0, 
[2024-10-16 17:54:27.650654] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2558] , 10.6465, 1.54518e-05, -0.00052248, -0.00295781, 0.00962841, -0.000323586, -0.0580131, 0.280133, -0.0199495, -0.356362, 0.99954, -0.00202261, -0.0302694, 0.000342145, -0.000202655, -0.0142909, -0.0125817, -0.000202655, -0.0142909, -0.0125817, 2, 0, 
[2024-10-16 17:54:27.655677] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2560] , 10.6465, -0.000356064, -0.000142275, -0.00178297, -0.00091603, 0.00412932, -0.0492675, 0.0142601, -0.0169684, -0.360314, 0.999546, -0.00192539, -0.0300563, 0.000320276, 0.0295628, 0.0859557, 0.0115483, 0.0295628, 0.0859557, 0.0115483, 2, 0, 
[2024-10-16 17:54:27.660661] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2563] , 10.6565, -0.000360758, -0.000121649, -0.0020381, -0.000840843, 0.0040442, -0.0513504, 0.0145689, -0.0170547, -0.370528, 0.999551, -0.00187037, -0.0299081, 0.000327163, -0.00551169, 0.00289313, 0.00981846, -0.00551169, 0.00289313, 0.00981846, 2, 0, 
[2024-10-16 17:54:27.666325] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2567] , 10.6565, -0.000339076, -9.33577e-05, -0.00234709, 0.00209066, 0.00484972, -0.0581404, 0.197284, 0.0384465, -0.67266, 0.999547, -0.00192642, -0.0300377, 0.000348774, -0.0305649, -0.0842512, -0.0225202, -0.0305649, -0.0842512, -0.0225202, 2, 0, 
[2024-10-16 17:54:27.670665] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2569] , 10.6665, -0.000321755, -6.89578e-05, -0.00265522, 0.00350834, 0.00503082, -0.0624475, 0.22041, 0.0379734, -0.723748, 0.999543, -0.00198176, -0.0301737, 0.00031825, 0.0183784, 0.0104072, -0.00412077, 0.0183784, 0.0104072, -0.00412077, 2, 0, 
[2024-10-16 17:54:27.675632] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2571] , 10.6665, -0.000301924, -4.349e-05, -0.00298832, 0.00455742, 0.00521399, -0.0670396, 0.218025, 0.0377225, -0.765115, 0.999548, -0.00188456, -0.030015, 0.000306326, 0.0330309, 0.0828773, 0.0269154, 0.0330309, 0.0828773, 0.0269154, 2, 0, 
[2024-10-16 17:54:27.680683] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2574] , 10.6765, -0.000296596, -1.49989e-05, -0.00332157, 0.00305861, 0.0056591, -0.0694834, 0.0228629, 0.0579571, -0.66913, 0.999551, -0.00184109, -0.0299129, 0.000333301, -0.018908, -0.028073, 0.000580297, -0.018908, -0.028073, 0.000580297, 2, 0, 
[2024-10-16 17:54:27.685617] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2577] , 10.6765, -0.000113205, -4.41424e-05, -0.00105932, 0.0103935, 0.00611658, -0.0272113, 0.0655179, 0.0590095, -0.230389, 0.999543, -0.00193627, -0.0301536, 0.000357478, -0.0263462, -0.0771789, -0.0235854, -0.0263462, -0.0771789, -0.0235854, 2, 0, 
[2024-10-16 17:54:27.690650] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2579] , 10.6865, -5.98691e-05, -1.28598e-05, -0.00119862, 0.0107563, 0.00641065, -0.028389, 0.0667805, 0.0589991, -0.231361, 0.999542, -0.00196016, -0.0302066, 0.000329257, 0.02268, 0.0459527, -0.000613339, 0.02268, 0.0459527, -0.000613339, 2, 0, 
[2024-10-16 17:54:27.695676] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2582] , 10.6865, -3.59869e-05, 1.46389e-05, -0.00138651, 0.00757966, 0.00610397, -0.0343826, -0.162754, 0.0195199, -0.544857, 0.999548, -0.00188281, -0.0300212, 0.000316679, 0.0195891, 0.0627286, 0.0196633, 0.0195891, 0.0627286, 0.0196633, 2, 0, 
[2024-10-16 17:54:27.700950] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2585] , 10.6965, -4.17723e-06, 4.55753e-05, -0.00156228, 0.00641665, 0.0062067, -0.0368324, -0.179009, 0.0197089, -0.531828, 0.999548, -0.00187432, -0.0299959, 0.000350841, -0.0294757, -0.0496379, -0.00106761, -0.0294757, -0.0496379, -0.00106761, 2, 0, 
[2024-10-16 17:54:27.705633] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2587] , 10.6965, 2.78818e-05, 7.7041e-05, -0.00173905, 0.00568065, 0.00631183, -0.0384696, -0.172929, 0.01993, -0.492956, 0.999543, -0.00195694, -0.0301681, 0.000363259, -0.0117952, -0.0503553, -0.0173859, -0.0117952, -0.0503553, -0.0173859, 2, 0, 
[2024-10-16 17:54:27.710675] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2590] , 10.7065, 6.93151e-05, 0.000108759, -0.00193289, 0.00642645, 0.00639995, -0.040386, -0.0638332, 0.0191213, -0.454244, 0.999543, -0.00193351, -0.0301581, 0.000327806, 0.0359996, 0.0620644, 0.0097653, 0.0359996, 0.0620644, 0.0097653, 2, 0, 
[2024-10-16 17:54:27.715767] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2593] , 10.7065, 0.000101064, 0.000140968, -0.00214317, 0.00604924, 0.00649874, -0.0421924, -0.0697814, 0.0194839, -0.406362, 0.999549, -0.00184381, -0.029983, 0.000324791, 0.0103401, 0.0350638, 0.0139404, 0.0103401, 0.0350638, 0.0139404, 2, 0, 
[2024-10-16 17:54:27.720766] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2595] , 10.7165, -0.000134707, -0.000299362, -0.0014443, 0.00603317, 0.00176862, -0.0552366, -0.0797277, 0.0177627, -0.965368, 0.999555, -0.00183776, -0.0297778, 0.000360039, -0.0395126, -0.0722327, -0.0134536, -0.0395126, -0.0722327, -0.0134536, 2, 0, 
[2024-10-16 17:54:27.725839] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2598] , 10.7165, -0.000105049, -0.000289724, -0.00171998, 0.00571137, 0.0018672, -0.0591777, -0.0767796, 0.0178963, -0.935552, 0.999549, -0.00192817, -0.0299566, 0.000364605, 0.000473191, -0.0259439, -0.0103158, 0.000473191, -0.0259439, -0.0103158, 2, 0, 
[2024-10-16 17:54:27.731040] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2600] , 10.7265, -6.96903e-05, -0.000286166, -0.00189945, 0.00583116, 0.00135606, -0.0514736, -0.0575374, -0.017053, -0.231079, 0.999552, -0.00186206, -0.0298767, 0.000344285, 0.035174, 0.0740842, 0.0258399, 0.035174, 0.0740842, 0.0258399, 2, 0, 
[2024-10-16 17:54:27.735891] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2603] , 10.7265, -4.41972e-05, -0.000279933, -0.00215507, 0.00505871, 0.00127419, -0.0520221, -0.0854692, -0.0166404, -0.196779, 0.999557, -0.00178541, -0.0297184, 0.000374643, -0.0023853, 0.0199347, 0.0100974, -0.0023853, 0.0199347, 0.0100974, 2, 0, 
[2024-10-16 17:54:27.740769] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2606] , 10.7365, -2.18992e-05, -0.000273897, -0.0024134, 0.00441963, 0.00119367, -0.052565, -0.094914, -0.0164454, -0.17724, 0.999554, -0.00184074, -0.0298028, 0.00038723, -0.0341342, -0.0755907, -0.0154288, -0.0341342, -0.0755907, -0.0154288, 2, 0, 
[2024-10-16 17:54:27.746062] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2609] , 10.7365, 1.03975e-05, -0.000268133, -0.00270054, 0.00578836, 0.00110599, -0.056022, 0.0625351, -0.0167909, -0.357943, 0.99955, -0.00190591, -0.0299502, 0.00038626, 0.00597282, -0.00246491, -0.0110281, 0.00597282, -0.00246491, -0.0110281, 2, 0, 
[2024-10-16 17:54:27.750855] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2612] , 10.7465, 4.07258e-05, -0.000262866, -0.0029854, 0.00645901, 0.00102079, -0.0575546, 0.094348, -0.0168362, -0.334581, 0.999553, -0.00184486, -0.0298328, 0.000351691, 0.0354924, 0.0657432, 0.0193824, 0.0354924, 0.0657432, 0.0193824, 2, 0, 
[2024-10-16 17:54:27.755761] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2614] , 10.7465, -0.000292873, -0.00026899, -0.0017223, 0.00359149, 0.00109, -0.0500459, 0.0769913, -0.0206127, -0.515903, 0.999545, -0.00194399, -0.0300842, 0.000396246, -0.0205945, -0.0175367, -0.00475063, -0.0205945, -0.0175367, -0.00475063, 2, 0, 
[2024-10-16 17:54:27.760795] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2616] , 10.7565, -0.000252328, -0.000261774, -0.00202836, 0.0062283, 0.0012549, -0.0574443, 0.216303, -0.00327578, -0.800495, 0.999541, -0.00205071, -0.0302223, 0.000402589, -0.0320002, -0.0693469, -0.0196458, -0.0320002, -0.0693469, -0.0196458, 2, 0, 
[2024-10-16 17:54:27.766111] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2620] , 10.7565, -0.000219335, -0.00025554, -0.00232698, 0.00722867, 0.00123844, -0.0615244, 0.211875, -0.00327453, -0.804251, 0.999539, -0.00206926, -0.0303073, 0.000393749, 0.025409, 0.0255203, 0.00514817, 0.025409, 0.0255203, 0.00514817, 2, 0, 
[2024-10-16 17:54:27.770891] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2622] , 10.7665, -0.00018383, -0.000249351, -0.00265342, 0.00800135, 0.00121952, -0.0662789, 0.199465, -0.00341365, -0.835662, 0.999544, -0.00197719, -0.0301456, 0.000376396, 0.0270369, 0.0721902, 0.0190311, 0.0270369, 0.0721902, 0.0190311, 2, 0, 
[2024-10-16 17:54:27.775782] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2625] , 10.7665, -0.000165781, -0.000243228, -0.00297704, 0.00576152, 0.0012259, -0.0681548, -0.0460918, -0.00161795, -0.667541, 0.999546, -0.00196635, -0.0300664, 0.00039855, -0.0331977, -0.0260979, -0.00987118, -0.0331977, -0.0260979, -0.00987118, 2, 0, 
[2024-10-16 17:54:27.780794] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2628] , 10.7765, -0.000137345, -0.000237258, -0.00332694, 0.00553385, 0.00121158, -0.0722302, -0.0459543, -0.00206586, -0.734414, 0.999541, -0.00207838, -0.0302112, 0.000405289, -0.0224592, -0.0577561, -0.0190743, -0.0224592, -0.0577561, -0.0190743, 2, 0, 
[2024-10-16 17:54:27.785759] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2630] , 10.7765, -6.4994e-05, -0.000140333, -0.00125454, 0.00854652, 0.0026855, -0.0307505, 0.0422546, 0.000707804, -0.151317, 0.999542, -0.00202081, -0.030202, 0.000383626, 0.0334956, 0.0406462, 0.0140653, 0.0334956, 0.0406462, 0.0140653, 2, 0, 
[2024-10-16 17:54:27.790783] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2633] , 10.7865, -3.91617e-05, -0.000121976, -0.00145857, 0.00677594, 0.00324821, -0.0369949, -0.0888298, 0.0376198, -0.506422, 0.999547, -0.00192436, -0.0300504, 0.000382832, 0.0146314, 0.0456088, 0.0131393, 0.0146314, 0.0456088, 0.0131393, 2, 0, 
[2024-10-16 17:54:27.795782] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2636] , 10.7865, -7.48285e-06, -0.000105246, -0.0016521, 0.00623083, 0.00343599, -0.0397019, -0.0934878, 0.0375924, -0.514373, 0.999547, -0.00196138, -0.0300444, 0.000392429, -0.040023, -0.039178, -0.022204, -0.040023, -0.039178, -0.022204, 2, 0, 
[2024-10-16 17:54:27.801036] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2638] , 10.7965, 2.12628e-05, -8.74649e-05, -0.00183972, 0.00565923, 0.0036336, -0.040991, -0.0974759, 0.0379593, -0.465908, 0.999543, -0.00206371, -0.030172, 0.000393074, -0.00833879, -0.0405227, -0.0054529, -0.00833879, -0.0405227, -0.0054529, 2, 0, 
[2024-10-16 17:54:27.806650] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2641] , 10.7965, 4.50167e-05, -6.70937e-05, -0.0020384, 0.0047446, 0.00406146, -0.0424265, -0.129414, 0.0567234, -0.426759, 0.999543, -0.00200413, -0.0301703, 0.000391649, 0.036426, 0.0513621, 0.0208147, 0.036426, 0.0513621, 0.0208147, 2, 0, 
[2024-10-16 17:54:27.810818] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2644] , 10.8065, 6.69091e-05, -4.60509e-05, -0.00225791, 0.0041313, 0.00434759, -0.0442317, -0.125783, 0.0569367, -0.392567, 0.999548, -0.00192977, -0.0300151, 0.000391729, 0.00121847, 0.0349711, 0.00475614, 0.00121847, 0.0349711, 0.00475614, 2, 0, 
[2024-10-16 17:54:27.816055] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2647] , 10.8065, 8.60748e-05, -2.35661e-05, -0.0024841, 0.00358458, 0.00463383, -0.0459545, -0.120134, 0.0570156, -0.376076, 0.999546, -0.00198792, -0.0300466, 0.000402829, -0.0360102, -0.0510061, -0.0197885, -0.0360102, -0.0510061, -0.0197885, 2, 0, 
[2024-10-16 17:54:27.820905] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2649] , 10.8165, -0.000129071, -0.000196284, -0.00144041, 0.00331409, 0.00328707, -0.0507162, -0.111268, 0.0536959, -0.915152, 0.999543, -0.00209185, -0.0301407, 0.000415868, 0.00543974, -0.0150638, -0.00249798, 0.00543974, -0.0150638, -0.00249798, 2, 0, 
[2024-10-16 17:54:27.825882] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2652] , 10.8165, -9.6045e-05, -0.000191765, -0.00157773, 0.00441462, 0.00230365, -0.043332, -0.0175469, -0.0200305, -0.237142, 0.999546, -0.00201254, -0.0300743, 0.000404992, 0.036419, 0.050695, 0.0218644, 0.036419, 0.050695, 0.0218644, 2, 0, 
[2024-10-16 17:54:27.831045] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2655] , 10.8265, -7.43268e-05, -0.000180242, -0.00179767, 0.0042864, 0.00220936, -0.0440141, -0.0202165, -0.019792, -0.202725, 0.999548, -0.00195406, -0.0299895, 0.000417737, -0.0126132, -0.00358191, 0.00412025, -0.0126132, -0.00358191, 0.00412025, 2, 0, 
[2024-10-16 17:54:27.836074] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2657] , 10.8265, -5.23788e-05, -0.000169333, -0.0020181, 0.00434631, 0.00211345, -0.0445037, -0.0120715, -0.0196704, -0.176124, 0.999545, -0.00204131, -0.030081, 0.000439898, -0.0412234, -0.0500509, -0.0222451, -0.0412234, -0.0500509, -0.0222451, 2, 0, 
[2024-10-16 17:54:27.841654] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [2660] , 10.8365, -2.23154e-05, -0.000159431, -0.00226486, 0.00545431, 0.00198905, -0.0483531, 0.0744029, -0.0213142, -0.385738, 0.999543, -0.00209844, -0.030153, 0.000434342, 0.018698, 0.00758678, 0.00783069, 0.018698, 0.00758678, 0.00783069, 2, 0, 
